municipality,office_id,role,local_title,elected,seats,seat_structure,term_years,staggered_terms,partisan,legal_source_url,election_source_url,results_source_url,verification_status,notes
Chester,chester-ma/moderator,Moderator,Moderator,True,1,at-large,1,False,,https://townofchester.net/2026/04/2026-annual-town-election/,https://townofchester.net/2026/04/2026-annual-town-election/,https://townofchester.net/2025/05/town-election-results-may-3-2025-2/,schema-ready,Official 2026 election notice gives one Moderator for a one-year term.
Chester,chester-ma/municipal-light-board-member,Municipal Light Board Member,Electric Light Commissioner,True,3,at-large,3,True,,https://townofchester.net/municipal-electric-light/,https://townofchester.net/2026/04/2026-annual-town-election/,https://townofchester.net/2025/05/town-election-results-may-3-2025-2/,schema-ready,Official CMELD page lists three commissioners with successive election expirations; annual-election notices establish regular three-year elected terms.
Chester,chester-ma/regional-school-committee-member,Regional School Committee Member,Regional School Committee Member,True,3,district,3,True,,https://townofchester.net/schools/,https://townofchester.net/2026/04/2026-annual-town-election/,https://townofchester.net/2025/05/town-election-results-may-3-2025-2/,schema-ready,Official town school page lists three Chester members of the Gateway Regional School District Committee; annual-election notices establish regular three-year elected seats.
Chester,chester-ma/select-board-member,Select Board Member,Select Board Member,True,,at-large,3,,,https://townofchester.net/2026/04/2026-annual-town-election/,https://townofchester.net/2026/04/2026-annual-town-election/,https://townofchester.net/2025/05/town-election-results-may-3-2025-2/,elected-status-verified-seat-count-unresolved,Official 2025/2026 election notices establish regular three-year Select Board seats; total current board size is not normalized because the current board page appears incomplete/stale.
Chester,chester-ma/water-commissioner,Water Commissioner,Water Commissioner,True,3,at-large,3,True,,https://townofchester.net/water-department/,https://townofchester.net/2026/04/2026-annual-town-election/,https://townofchester.net/2025/05/town-election-results-may-3-2025-2/,schema-ready,"Official water page lists three commissioners; annual-election notices establish regular three-year elected commissioner seats, with shorter terms used to fill vacancies."
Chesterfield,chesterfield-ma/assessor,Assessor,Assessor,True,3,at-large,3,True,,https://www.townofchesterfieldma.com/government/pages/contact-info-elected-and-appointed-officials,https://www.townofchesterfieldma.com/town-clerk,https://www.townofchesterfieldma.com/town-clerk/pages/annual-town-election-results,schema-ready,Official elected-official roster gives three assessors with staggered three-year terms.
Chesterfield,chesterfield-ma/board-of-health-member,Board of Health Member,Board of Health Member,True,3,at-large,3,True,,https://www.townofchesterfieldma.com/government/pages/contact-info-elected-and-appointed-officials,https://www.townofchesterfieldma.com/town-clerk,https://www.townofchesterfieldma.com/town-clerk/pages/annual-town-election-results,schema-ready,Official elected-official roster.
Chesterfield,chesterfield-ma/constable,Constable,Constable,True,3,at-large,3,True,,https://www.townofchesterfieldma.com/government/pages/contact-info-elected-and-appointed-officials,https://www.townofchesterfieldma.com/town-clerk,https://www.townofchesterfieldma.com/town-clerk/pages/annual-town-election-results,schema-ready,Official elected-official roster.
Chesterfield,chesterfield-ma/elementary-school-committee-member,Elementary School Committee Member,Elementary School Committee Member,True,3,district,3,True,,https://www.townofchesterfieldma.com/government/pages/contact-info-elected-and-appointed-officials,https://www.townofchesterfieldma.com/town-clerk,https://www.townofchesterfieldma.com/town-clerk/pages/annual-town-election-results,schema-ready,Chesterfield/Goshen School Committee: three Chesterfield elected officials shown.
Chesterfield,chesterfield-ma/library-trustee,Library Trustee,Library Trustee,True,3,at-large,3,True,,https://www.townofchesterfieldma.com/government/pages/contact-info-elected-and-appointed-officials,https://www.townofchesterfieldma.com/town-clerk,https://www.townofchesterfieldma.com/town-clerk/pages/annual-town-election-results,schema-ready,Official elected-official roster.
Chesterfield,chesterfield-ma/moderator,Moderator,Moderator,True,1,at-large,3,False,,https://www.townofchesterfieldma.com/government/pages/contact-info-elected-and-appointed-officials,https://www.townofchesterfieldma.com/town-clerk,https://www.townofchesterfieldma.com/town-clerk/pages/annual-town-election-results,schema-ready,Official elected-official roster.
Chesterfield,chesterfield-ma/planning-board-member,Planning Board Member,Planning Board Member,True,7,at-large,3,True,,https://www.townofchesterfieldma.com/government/pages/contact-info-elected-and-appointed-officials,https://www.townofchesterfieldma.com/town-clerk,https://www.townofchesterfieldma.com/town-clerk/pages/annual-town-election-results,schema-ready,Official elected-official roster gives seven elected regular members; associate members are appointed and excluded.
Chesterfield,chesterfield-ma/regional-school-committee-member,Regional School Committee Member,Regional School Committee Member,True,2,district,3,True,,https://www.townofchesterfieldma.com/government/pages/contact-info-elected-and-appointed-officials,https://www.townofchesterfieldma.com/town-clerk,https://www.townofchesterfieldma.com/town-clerk/pages/annual-town-election-results,schema-ready,Hampshire Regional School Committee: two Chesterfield elected members.
Chesterfield,chesterfield-ma/select-board-member,Select Board Member,Select Board Member,True,3,at-large,3,True,,https://www.townofchesterfieldma.com/government/pages/contact-info-elected-and-appointed-officials,https://www.townofchesterfieldma.com/town-clerk,https://www.townofchesterfieldma.com/town-clerk/pages/annual-town-election-results,schema-ready,Official elected-official roster gives three members with successive expirations.
Chesterfield,chesterfield-ma/tax-collector,Tax Collector,Tax Collector,True,1,at-large,3,False,,https://www.townofchesterfieldma.com/government/pages/contact-info-elected-and-appointed-officials,https://www.townofchesterfieldma.com/town-clerk,https://www.townofchesterfieldma.com/town-clerk/pages/annual-town-election-results,schema-ready,Official elected-official roster; 2026 ballot confirms office.
Chesterfield,chesterfield-ma/town-clerk,Town Clerk,Town Clerk,True,1,at-large,3,False,,https://www.townofchesterfieldma.com/government/pages/contact-info-elected-and-appointed-officials,https://www.townofchesterfieldma.com/town-clerk,https://www.townofchesterfieldma.com/town-clerk/pages/annual-town-election-results,schema-ready,Official elected-official roster; 2026 ballot confirms office.
Chesterfield,chesterfield-ma/treasurer,Treasurer,Treasurer,True,1,at-large,3,False,,https://www.townofchesterfieldma.com/government/pages/contact-info-elected-and-appointed-officials,https://www.townofchesterfieldma.com/town-clerk,https://www.townofchesterfieldma.com/town-clerk/pages/annual-town-election-results,schema-ready,Official elected-official roster; 2026 ballot confirms office.
Chesterfield,chesterfield-ma/tree-warden,Tree Warden,Tree Warden,True,1,at-large,3,False,,https://www.townofchesterfieldma.com/government/pages/contact-info-elected-and-appointed-officials,https://www.townofchesterfieldma.com/town-clerk,https://www.townofchesterfieldma.com/town-clerk/pages/annual-town-election-results,schema-ready,Official elected-official roster; 2026 ballot confirms office.
Chicopee,chicopee-ma/assessor,Assessor,Assessor,True,3,at-large,,True,False,https://chicopeema.gov/149/Assessors-Office,https://www.chicopeema.gov/866/Election-Specimens,https://www.chicopeema.gov/850/Election-Results,schema-ready,Official Assessor's Office states three assessors are elected by voters and terms are staggered. Exact term length is not stated clearly enough to serialize.
Chicopee,chicopee-ma/city-clerk,City Clerk,City Clerk,True,1,at-large,,,False,https://ecode360.com/12595859,https://www.chicopeema.gov/866/Election-Specimens,https://www.chicopeema.gov/850/Election-Results,schema-ready,Current official Elected Officials page and charter §6 establish public election. Current term detail is affected by later special acts/tenure provisions and is left unresolved.
Chicopee,chicopee-ma/city-collector,City Collector,City Collector,True,1,at-large,,,False,https://chicopeema.gov/416/Elected-Officials,https://www.chicopeema.gov/866/Election-Specimens,https://www.chicopeema.gov/850/Election-Results,schema-ready,Current official Elected Officials page lists Collector as publicly elected. Historic charter text instead provided City-Council election; current directory controls elected-status classification while legal amendment chain remains to be normalized.
Chicopee,chicopee-ma/city-council-member,City Council Member,City Council Member,True,13,mixed,,,False,https://chicopeema.gov/416/Elected-Officials,https://www.chicopeema.gov/866/Election-Specimens,https://www.chicopeema.gov/850/Election-Results,schema-ready,"Current elected-official roster has four councilors-at-large plus one councilor from each of nine wards. Historic charter term provisions do not match current composition, so current term length remains unresolved."
Chicopee,chicopee-ma/city-treasurer,City Treasurer,City Treasurer,True,1,at-large,,,False,https://ecode360.com/12595859,https://www.chicopeema.gov/866/Election-Specimens,https://www.chicopeema.gov/850/Election-Results,schema-ready,Current official Elected Officials page and charter §6 establish public election; current term length not normalized here.
Chicopee,chicopee-ma/mayor,Mayor,Mayor,True,1,at-large,2,False,False,https://ecode360.com/12595859,https://www.chicopeema.gov/866/Election-Specimens,https://www.chicopeema.gov/850/Election-Results,schema-ready,Charter and Mayor's Office establish public election and two-year mayoral terms.
Chicopee,chicopee-ma/school-committee-member,School Committee Member,School Committee Member,True,11,mixed,,True,False,https://ecode360.com/12595888,https://www.chicopeema.gov/866/Election-Specimens,https://www.chicopeema.gov/850/Election-Results,schema-ready,"Six? No: current structure is two elected at-large plus nine ward members = 11 voter-elected seats. Charter gives at-large members four-year staggered terms and ward members two-year terms, so one single term_years value cannot faithfully represent the mixed office."
Chilmark,chilmark-ma/board-of-health-member,Board of Health Member,Board of Health Member,True,3,at-large,,,,https://www.chilmarkma.gov/select-board/agenda/select-board-46,https://www.chilmarkma.gov/town-clerk/town-meeting/pages/annual-town-meeting-reports,https://www.chilmarkma.gov/town-clerk/files/town-chilmark-annual-town-election-final-tally-results-april-29-2026,schema-ready,"Official 2025 vacancy agenda identifies two surviving elected BOH members plus one vacancy, and specifies a joint temporary election only until the next annual town election. Regular term length remains unresolved."
